id,title,organization,sector,location,skills,duration,stipend,type,mode
929,Tour Planning Intern,Skyline Innovations,Tourism,Lucknow,C|C++|Content Writing|Excel|Figma|React|SolidWorks,3 months,5500,Govt,Hybrid
930,Digital Governance Intern,CivicLink Foundation,E-Governance,Remote,AutoCAD|QGIS|Research|SEO|SQL,6 months,3500,Private,Offline
931,Clinical Research Intern,Innovate Labs,Healthcare,Ranchi,ArcGIS|Digital Marketing|Python|QGIS|Research,2 months,11500,Govt,Online
932,Solar Projects Intern,Insight Finance Group,Renewable Energy,Pune,CSS|Excel|Linux|QGIS|Research|Typing,3 months,4500,Govt,Offline
933,Digital Governance Intern,UrbanRise Solutions,E-Governance,Remote,Python|R|React|Research|SQL|Tally|Typing,1 month,7500,NGO,Offline
934,Social Media Intern,Spectrum Media House,Media,Delhi,Canva|Content Writing|JavaScript|Photoshop|QGIS|SEO|SPSS|UI/UX,2 months,14000,NGO,Online
935,Cyber Risk Intern,PolicyWorks India,Cybersecurity,Indore,C++|Content Writing|Figma|Linux|Networking|Python|UI/UX,1 month,9000,Private,Online
936,Operations Intern,Insight Finance Group,Logistics,Guwahati,Linux|Photoshop|Power BI|Python|R|SPSS|SQL,2 months,11500,Govt,Hybrid
937,Agri Research Intern,UrbanRise Solutions,Agriculture,Mumbai,Data Entry|Excel|HTML|Power BI|Python|R|SEO|SPSS,1 month,7000,Govt,Hybrid
938,Learning Design Intern,LexGuard Associates,Education,Pune,C|Content Writing|Excel|HTML|R|SQL|Tally,3 months,11000,PSU,Offline
939,Full Stack Intern,AgriNova Collective,IT,Bengaluru,Canva|Data Entry|Figma|Linux|Python|SolidWorks,1 month,10500,Govt,Offline
940,Supply Chain Intern,HealthSphere Analytics,Logistics,Guwahati,Canva|JavaScript|Power BI|SQL|Typing,6 months,7000,PSU,Online
941,GIS Mapping Intern,SecureNet Systems,GIS,Bhopal,ArcGIS|Excel|Figma|Java|Python|React|SEO,3 months,6000,PSU,Hybrid
942,Social Media Intern,UrbanRise Solutions,Media,Mumbai,ArcGIS|Content Writing|JavaScript|Networking|Research,1 month,8500,Private,Hybrid
943,Graphic Design Intern,GreenGrowth Initiatives,Design,Hyderabad,AutoCAD|Canva|Figma|Networking|Photoshop|SolidWorks|Typing|UI/UX,2 months,8000,NGO,Online
944,Graphic Design Intern,HealthSphere Analytics,Design,Jaipur,ArcGIS|Canva|Illustrator|Photoshop|QGIS|SEO,3 months,7000,Private,Offline
945,Clinical Research Intern,MapCraft GIS,Healthcare,Bengaluru,Digital Marketing|Excel|Figma|Linux|SPSS,1 month,3000,Govt,Offline
946,Supply Chain Intern,SecureNet Systems,Logistics,Mumbai,ArcGIS|CSS|Data Entry|Excel|Power BI|SQL,6 months,14000,NGO,Online
947,Finance Analyst Intern,CivicLink Foundation,Finance,Gurugram,AutoCAD|Digital Marketing|Excel|GST|Java|Networking|Photoshop|SolidWorks,6 months,8500,PSU,Online
948,Data Analyst Intern,FutureWave Tech,Data Analytics,Bhopal,CSS|Excel|Java|JavaScript|R|SEO|SQL|SolidWorks,2 months,13500,Private,Online
949,Data Analyst Intern,DataPulse Analytics,Data Analytics,Chennai,Data Entry|Figma|Java|SQL|Tableau|Tally,2 months,13500,NGO,Offline
950,Business Intelligence Intern,Insight Finance Group,Data Analytics,Gurugram,Content Writing|Excel|GST|HTML|Linux|Photoshop|React|SQL,2 months,10000,PSU,Offline
951,Civic Tech Intern,FutureWave Tech,E-Governance,Remote,AutoCAD|Excel|Java|Photoshop|R|Research|SQL,1 month,3000,NGO,Hybrid
952,IT Support Intern,UrbanRise Solutions,IT,Noida,C++|CSS|Java|Networking|Python|React|Tally|Typing,1 month,6500,Private,Online
953,Investment Research Intern,DataPulse Analytics,Finance,Patna,C++|GST|Networking|Power BI|Python|Research|SEO|SQL,2 months,11000,PSU,Online
954,Policy Research Intern,NextGen Logistics,Public Policy,Remote,Excel|Figma|Java|Networking|Photoshop|SEO|Tableau,6 months,11000,Govt,Hybrid
955,Data Analyst Intern,Spectrum Media House,Data Analytics,Gurugram,Digital Marketing|Excel|Figma|Power BI|R|Research|Tableau|UI/UX,2 months,15000,Private,Online
956,Tour Planning Intern,UrbanRise Solutions,Tourism,Thiruvananthapuram,C++|CSS|Content Writing|Excel|Java|Photoshop|SolidWorks,2 months,14500,PSU,Offline
957,Learning Design Intern,HealthSphere Analytics,Education,Mysuru,Content Writing|HTML|SEO,3 months,14500,Private,Offline
958,Field Operations Intern (2),HealthSphere Analytics,Agriculture,Thiruvananthapuram,Excel|Java|Research|SPSS|SQL|Tally,1 month,8500,PSU,Offline
959,IT Support Intern,HealthSphere Analytics,IT,Chennai,CSS|Content Writing|GST|Java|JavaScript|Python|Tally|Typing,1 month,5000,Startup,Offline
960,Software Intern,Innovate Labs,IT,Hyderabad,C++|CSS|Linux|R|React|SEO|SPSS,1 month,9500,Startup,Offline
961,Learning Design Intern,DataPulse Analytics,Education,Mumbai,CSS|Excel|Research|Tableau,2 months,3500,Startup,Hybrid
962,Software Intern,GreenGrowth Initiatives,IT,Chandigarh,CSS|Illustrator|Java|Python|Tally,1 month,6000,Govt,Hybrid
963,IT Support Intern,BrightPath Designs,IT,Bhopal,HTML|Illustrator|Power BI|Python,1 month,4000,Startup,Hybrid
964,Supply Chain Intern,TourEase Travels,Logistics,Patna,ArcGIS|CSS|Excel|Networking|Power BI|SQL,1 month,9500,NGO,Offline
965,Sustainability Intern,MapCraft GIS,Renewable Energy,Raipur,AutoCAD|Excel|Linux|React|Research|Tableau|UI/UX,1 month,11000,NGO,Offline
966,Field Operations Intern,MapCraft GIS,Agriculture,Bengaluru,CSS|Canva|Excel|JavaScript|Photoshop|Python|QGIS,2 months,8500,Startup,Offline
967,Legal Research Intern,Insight Finance Group,Law,Kochi,CSS|Content Writing|HTML|React|UI/UX,1 month,7000,Private,Hybrid
968,Cyber Risk Intern,Insight Finance Group,Cybersecurity,Ranchi,C++|Illustrator|Networking|Power BI,6 months,11500,Private,Hybrid
969,Tour Planning Intern,SecureNet Systems,Tourism,Patna,ArcGIS|Digital Marketing|Excel|Photoshop|Research|SQL|Tableau,1 month,12000,Govt,Hybrid
970,IT Support Intern,Skyline Innovations,IT,Nagpur,Canva|Excel|Java|JavaScript|Power BI|SQL|SolidWorks|UI/UX,2 months,10500,PSU,Offline
971,Legal Research Intern,TourEase Travels,Law,Gurugram,Content Writing|Power BI|QGIS|Research|UI/UX,6 months,7000,Startup,Offline
972,Business Intelligence Intern,GreenGrowth Initiatives,Data Analytics,Ranchi,AutoCAD|Power BI|Python|R|Tally,1 month,6000,NGO,Online
973,Compliance Intern,SecureNet Systems,Law,Chennai,Data Entry|Figma|R|Research|SPSS|UI/UX,6 months,8000,Govt,Online
974,Agri Research Intern,PolicyWorks India,Agriculture,Kolkata,ArcGIS|Excel|GST|JavaScript|Networking|QGIS,6 months,11000,Govt,Online
975,Supply Chain Intern,BrightPath Designs,Logistics,Chandigarh,AutoCAD|Excel|Java|Linux|QGIS|Research|SQL,3 months,11500,Govt,Online
976,Policy Research Intern,EcoVision Energy,Public Policy,Indore,Content Writing|Excel|QGIS|React|Research|SEO,1 month,7000,Startup,Online
977,Healthcare Data Intern,Spectrum Media House,Healthcare,Raipur,CSS|Excel|Power BI|Tally,3 months,7000,PSU,Offline
978,Cyber Risk Intern,GreenGrowth Initiatives,Cybersecurity,Bengaluru,C|Excel|Linux|Typing,6 months,4000,PSU,Hybrid
979,Data Analyst Intern (2),FutureWave Tech,Data Analytics,Bhopal,Excel|Figma|Illustrator|Power BI|Python|SQL,2 months,3000,Private,Online
980,Security Analyst Intern,DataPulse Analytics,Cybersecurity,Indore,Linux|Networking|SQL|SolidWorks,3 months,3000,Private,Online
981,IT Support Intern,PolicyWorks India,IT,Noida,CSS|Digital Marketing|Networking|Power BI,6 months,7500,Govt,Offline
982,Academic Research Intern,NextGen Logistics,Education,Mysuru,C|Excel|GST|R|Research,1 month,15000,NGO,Hybrid
983,Travel Operations Intern,PolicyWorks India,Tourism,Thiruvananthapuram,C++|Content Writing|Digital Marketing|Excel|Figma|Java|Typing,6 months,9500,Startup,Hybrid
984,Solar Projects Intern,PolicyWorks India,Renewable Energy,Gurugram,AutoCAD|Excel|Java|SPSS,1 month,14000,Govt,Online
985,Full Stack Intern,EcoVision Energy,IT,Chandigarh,CSS|GST|Java|Photoshop|Python|React|SPSS,2 months,12500,Govt,Offline
986,Graphic Design Intern,FutureWave Tech,Design,Indore,Digital Marketing|Excel|Figma|Photoshop|SQL|UI/UX,2 months,11500,NGO,Offline
987,Agri Research Intern,UrbanRise Solutions,Agriculture,Remote,Canva|Excel|Illustrator|Linux|SPSS|Tally,6 months,8000,Govt,Online
988,Academic Research Intern,LexGuard Associates,Education,Mysuru,C|CSS|Content Writing|GST|Photoshop,3 months,8500,Govt,Online
989,Social Media Intern,NextGen Logistics,Media,Hyderabad,Canva|GST|React|Research|SEO|Tally|UI/UX,2 months,6000,Govt,Online
990,Spatial Data Intern,LexGuard Associates,GIS,Chennai,CSS|Excel|Figma|QGIS|Research,2 months,9000,Private,Offline
991,Solar Projects Intern,GreenGrowth Initiatives,Renewable Energy,Remote,C++|Excel|GST|HTML|JavaScript|QGIS|Research,2 months,6500,Private,Online
992,Travel Operations Intern,CivicLink Foundation,Tourism,Guwahati,Canva|Digital Marketing|Excel|GST|Java|Networking|Python|UI/UX,1 month,5000,Startup,Hybrid
993,Policy Research Intern,CivicLink Foundation,Public Policy,Guwahati,AutoCAD|Content Writing|HTML|Photoshop|Research|Tally,3 months,14500,Govt,Hybrid
994,Academic Research Intern,BrightPath Designs,Education,Mumbai,CSS|Content Writing|Excel|R|Tableau,6 months,3000,Govt,Hybrid
995,Legal Research Intern,LexGuard Associates,Law,Patna,Canva|Content Writing|Data Entry|Excel|Python|QGIS,1 month,3000,PSU,Offline
996,Learning Design Intern,UrbanRise Solutions,Education,Nagpur,Content Writing|Java|JavaScript|Python|React|Research|SEO|SolidWorks,2 months,8000,NGO,Hybrid
997,Data Analyst Intern (2),AgriNova Collective,Data Analytics,Hyderabad,C++|Excel|Java|Power BI|Tableau,6 months,10000,Private,Offline
998,Learning Design Intern,TourEase Travels,Education,Guwahati,C|CSS|Content Writing|Excel|GST|Research|SolidWorks,1 month,4000,Govt,Hybrid
999,Compliance Intern,NextGen Logistics,Law,Kochi,Content Writing|Data Entry|Digital Marketing|Java|QGIS|Research,3 months,6500,Startup,Online
1000,Sustainability Intern,Innovate Labs,Renewable Energy,Gurugram,AutoCAD|Power BI|R|Tableau,6 months,14500,Private,Online
